id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
16389,34,admin.,married,secondary,no,1183,yes,no,cellular,20,apr,575,2,-1,0,unknown,0
16390,34,management,single,tertiary,no,1310,no,yes,cellular,20,nov,90,3,-1,0,unknown,0
16391,37,technician,married,secondary,no,0,yes,no,cellular,11,jul,906,2,-1,0,unknown,0
16392,50,technician,married,tertiary,no,11804,yes,no,unknown,30,may,83,1,-1,0,unknown,0
16393,46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,279,1,-1,0,unknown,0
16394,47,housemaid,married,secondary,no,3940,yes,no,cellular,5,aug,226,3,97,2,failure,1
16395,55,management,married,tertiary,no,36,no,yes,cellular,22,jul,46,3,-1,0,unknown,0
16396,39,admin.,divorced,unknown,no,64,yes,no,cellular,18,jul,147,1,-1,0,unknown,0
16397,32,blue-collar,single,secondary,no,118,yes,no,cellular,18,nov,216,1,124,1,success,0
16398,49,technician,single,secondary,no,0,yes,no,cellular,26,may,223,1,-1,0,unknown,0
16399,29,technician,married,tertiary,no,-246,yes,no,unknown,6,jun,311,3,-1,0,unknown,0
16400,27,management,single,tertiary,no,3,yes,yes,cellular,22,jul,506,1,-1,0,unknown,0
16401,41,blue-collar,married,primary,no,406,yes,no,unknown,9,may,2462,1,-1,0,unknown,0
16402,29,management,married,tertiary,no,991,no,no,cellular,7,may,109,2,-1,0,unknown,0
16403,38,management,married,tertiary,no,413,no,no,cellular,13,oct,252,2,183,3,success,1
16404,34,housemaid,single,secondary,no,1408,yes,no,unknown,23,may,245,1,-1,0,unknown,0
16405,47,blue-collar,married,primary,no,-169,no,yes,cellular,13,may,234,1,349,3,failure,0
16406,51,unemployed,married,secondary,no,17418,yes,no,telephone,30,jan,237,2,-1,0,unknown,0
16407,29,blue-collar,married,secondary,no,228,yes,no,cellular,11,may,12,8,342,9,failure,0
16408,32,services,married,secondary,no,401,yes,no,unknown,15,may,294,2,-1,0,unknown,0
16409,72,retired,married,tertiary,no,2,no,no,cellular,7,aug,147,2,-1,0,unknown,1
16410,30,services,single,tertiary,no,803,no,no,cellular,30,apr,243,1,-1,0,unknown,0
16411,40,admin.,divorced,secondary,no,6,no,no,unknown,11,jun,140,1,-1,0,unknown,0
16412,51,technician,married,secondary,no,12061,yes,no,cellular,17,nov,150,1,188,1,failure,0
16413,56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,556,1,181,2,other,1
16414,35,blue-collar,married,secondary,no,0,yes,yes,cellular,13,may,291,8,293,1,failure,0
16415,28,student,single,secondary,no,1925,no,no,cellular,20,aug,147,1,90,1,failure,0
16416,36,technician,single,secondary,no,818,yes,yes,cellular,19,aug,96,4,-1,0,unknown,0
16417,28,housemaid,married,secondary,yes,65,yes,yes,cellular,13,may,165,1,300,1,failure,0
16418,31,self-employed,married,tertiary,no,227,yes,yes,cellular,30,jan,154,6,263,3,failure,0
16419,33,blue-collar,single,secondary,no,1211,yes,no,cellular,15,may,39,1,361,4,failure,0
16420,48,technician,married,secondary,no,545,no,no,unknown,6,jun,307,1,-1,0,unknown,0
16421,39,technician,married,tertiary,no,0,yes,no,cellular,14,jul,894,7,-1,0,unknown,1
16422,42,blue-collar,married,secondary,no,525,yes,no,unknown,20,jun,10,6,-1,0,unknown,0
16423,27,student,single,unknown,no,6424,no,no,cellular,29,jan,129,2,-1,0,unknown,0
16424,46,management,married,tertiary,no,-71,yes,yes,telephone,24,jul,258,2,-1,0,unknown,0
16425,44,management,divorced,tertiary,no,0,no,no,cellular,22,aug,54,2,-1,0,unknown,0
16426,48,housemaid,single,secondary,no,1385,no,no,telephone,21,nov,270,1,-1,0,unknown,0
16427,54,management,single,tertiary,no,0,yes,no,unknown,3,jun,68,1,-1,0,unknown,0
16428,64,management,married,secondary,no,1646,no,no,cellular,12,aug,68,3,-1,0,unknown,0
16429,36,housemaid,married,secondary,no,0,no,yes,telephone,15,jul,571,3,-1,0,unknown,0
16430,30,technician,married,secondary,no,-206,yes,yes,cellular,15,may,133,1,-1,0,unknown,0
16431,45,services,single,secondary,no,303,yes,no,cellular,20,apr,110,3,-1,0,unknown,0
16432,45,self-employed,married,tertiary,no,-312,no,no,telephone,18,nov,46,4,-1,0,unknown,0
16433,43,technician,divorced,secondary,no,87,yes,no,cellular,28,jan,130,1,247,2,failure,0
16434,53,blue-collar,married,secondary,no,175,yes,no,unknown,8,may,49,4,-1,0,unknown,0
16435,55,blue-collar,married,secondary,no,12401,no,no,telephone,5,nov,111,9,511,4,other,0
16436,41,blue-collar,divorced,primary,no,2195,yes,no,unknown,3,jun,211,5,-1,0,unknown,0
16437,36,management,married,tertiary,no,-861,yes,yes,cellular,28,jul,53,2,-1,0,unknown,0
16438,53,technician,married,tertiary,no,3177,no,no,cellular,8,aug,92,2,-1,0,unknown,0
16439,41,technician,married,secondary,no,483,yes,no,unknown,9,may,319,1,-1,0,unknown,0
16440,59,housemaid,divorced,unknown,no,873,yes,no,unknown,7,may,152,3,-1,0,unknown,0
16441,31,technician,divorced,secondary,no,0,yes,no,telephone,18,nov,194,2,-1,0,unknown,0
16442,40,management,married,tertiary,no,8969,yes,no,cellular,17,nov,153,1,-1,0,unknown,0
16443,35,blue-collar,single,primary,no,-123,yes,no,unknown,13,may,1106,4,-1,0,unknown,0
16444,41,admin.,married,secondary,no,0,yes,no,unknown,6,may,160,3,-1,0,unknown,0
16445,32,management,married,tertiary,no,3517,yes,no,unknown,27,may,57,5,-1,0,unknown,0
16446,33,technician,single,tertiary,no,318,yes,no,cellular,14,apr,401,1,-1,0,unknown,0
16447,54,services,married,unknown,no,386,no,yes,unknown,20,jun,838,1,-1,0,unknown,1
16448,53,services,divorced,primary,no,778,yes,no,cellular,17,apr,221,2,-1,0,unknown,0
16449,32,self-employed,married,tertiary,no,312,yes,no,unknown,9,may,262,2,-1,0,unknown,0
16450,38,blue-collar,single,primary,no,3132,no,no,cellular,5,feb,304,1,-1,0,unknown,0
16451,37,technician,married,secondary,no,1784,yes,no,cellular,6,may,372,1,-1,0,unknown,0
16452,49,management,married,tertiary,no,224,yes,no,cellular,28,jul,68,3,-1,0,unknown,0
16453,39,technician,married,secondary,no,3494,yes,no,cellular,19,aug,344,4,-1,0,unknown,0
16454,49,technician,married,secondary,no,3144,no,no,cellular,31,jul,349,2,-1,0,unknown,0
16455,49,services,married,unknown,no,1499,yes,no,cellular,8,may,87,1,-1,0,unknown,0
16456,41,housemaid,single,secondary,no,2184,no,no,unknown,19,jun,91,2,-1,0,unknown,0
16457,66,retired,married,primary,no,12767,no,no,telephone,4,aug,117,2,-1,0,unknown,0
16458,33,blue-collar,single,secondary,no,4404,yes,no,cellular,20,nov,766,3,-1,0,unknown,0
16459,27,admin.,married,primary,no,395,yes,no,cellular,20,apr,122,2,-1,0,unknown,0
16460,42,management,divorced,secondary,yes,923,yes,no,unknown,19,jun,129,2,-1,0,unknown,0
16461,39,entrepreneur,married,primary,no,238,yes,yes,cellular,19,nov,134,1,-1,0,unknown,0
16462,30,blue-collar,married,secondary,no,-6,yes,no,cellular,17,apr,461,1,-1,0,unknown,0
16463,52,admin.,married,secondary,no,799,no,no,cellular,21,jul,128,2,-1,0,unknown,0
16464,53,management,married,primary,no,3544,no,no,unknown,19,may,195,4,-1,0,unknown,0
16465,51,blue-collar,married,secondary,no,0,yes,yes,cellular,22,jul,124,2,-1,0,unknown,0
16466,36,blue-collar,single,secondary,no,7123,no,no,unknown,20,jun,26,17,-1,0,unknown,0
16467,37,management,married,tertiary,no,11265,no,no,unknown,18,jun,417,1,-1,0,unknown,0
16468,52,technician,married,secondary,no,981,no,no,cellular,25,aug,43,4,-1,0,unknown,0
16469,59,admin.,married,secondary,no,1365,no,no,unknown,19,jun,327,1,-1,0,unknown,0
16470,34,technician,married,tertiary,no,0,no,no,cellular,11,aug,68,4,-1,0,unknown,0
16471,33,admin.,single,secondary,no,1277,yes,no,cellular,18,may,827,1,-1,0,unknown,1
16472,40,management,single,tertiary,no,0,no,no,cellular,6,aug,641,6,-1,0,unknown,1
16473,26,management,single,tertiary,no,3,yes,no,cellular,23,jul,106,1,-1,0,unknown,0
16474,42,entrepreneur,single,primary,no,103,yes,no,unknown,19,may,156,5,-1,0,unknown,0
16475,47,admin.,married,secondary,no,663,yes,yes,cellular,12,may,409,1,274,6,other,1
16476,41,management,married,tertiary,no,24,no,no,cellular,27,aug,130,8,-1,0,unknown,0
16477,43,services,divorced,unknown,no,2363,yes,no,cellular,17,nov,229,1,-1,0,unknown,0
16478,39,services,divorced,secondary,no,-421,yes,yes,cellular,18,jul,374,17,-1,0,unknown,0
16479,70,technician,married,tertiary,no,6797,no,no,cellular,12,aug,298,1,-1,0,unknown,0
16480,37,unknown,married,secondary,no,5700,no,no,unknown,19,jun,49,2,-1,0,unknown,0
16481,33,technician,married,secondary,no,0,no,no,cellular,25,aug,296,8,-1,0,unknown,0
16482,35,management,married,tertiary,no,3402,no,no,cellular,14,dec,269,1,194,2,failure,0
16483,77,retired,divorced,secondary,no,3417,no,no,cellular,12,nov,134,1,-1,0,unknown,1
16484,31,services,single,secondary,no,6374,yes,no,unknown,23,may,922,2,-1,0,unknown,0
16485,23,blue-collar,married,secondary,no,-295,yes,no,cellular,15,may,411,1,323,2,failure,0
16486,52,blue-collar,married,secondary,no,3510,yes,no,telephone,24,jul,193,7,-1,0,unknown,0
16487,42,management,single,tertiary,yes,0,yes,no,cellular,21,nov,824,1,-1,0,unknown,1
16488,21,student,single,unknown,no,762,no,no,cellular,24,jun,288,1,-1,0,unknown,0
16489,44,technician,married,secondary,no,1901,no,no,cellular,18,nov,143,3,104,2,failure,0
16490,25,blue-collar,single,secondary,no,543,yes,no,cellular,15,may,302,1,-1,0,unknown,0
16491,35,technician,single,secondary,no,127,no,no,cellular,22,aug,203,1,-1,0,unknown,0
16492,44,management,married,secondary,no,-665,no,no,cellular,30,jul,342,3,-1,0,unknown,0
16493,28,technician,single,secondary,no,34,yes,no,unknown,12,may,136,4,-1,0,unknown,0
16494,40,entrepreneur,single,tertiary,no,262,yes,yes,unknown,26,oct,17,1,-1,0,unknown,0
16495,69,retired,married,secondary,no,21446,no,no,telephone,15,apr,358,2,-1,0,unknown,0
16496,47,services,married,primary,no,222,yes,no,unknown,7,may,68,1,-1,0,unknown,0
16497,35,services,married,secondary,no,128,yes,no,cellular,12,may,136,1,-1,0,unknown,0
16498,36,self-employed,married,tertiary,no,980,no,no,cellular,24,sep,349,2,53,8,failure,0
16499,51,management,married,tertiary,no,994,no,no,cellular,28,may,414,3,-1,0,unknown,0
16500,33,management,divorced,tertiary,no,1,yes,no,cellular,5,feb,26,8,267,1,other,0
16501,35,management,married,tertiary,no,82,no,no,cellular,8,aug,507,4,-1,0,unknown,1
16502,58,retired,married,primary,no,0,no,no,cellular,11,aug,566,2,-1,0,unknown,0
16503,47,management,married,tertiary,no,2716,no,no,unknown,23,jun,339,4,-1,0,unknown,0
16504,36,management,single,secondary,no,0,no,no,cellular,13,aug,333,5,-1,0,unknown,0
16505,32,management,divorced,tertiary,no,787,yes,no,cellular,11,aug,72,2,-1,0,unknown,0
16506,36,entrepreneur,single,secondary,no,67,no,no,cellular,7,aug,67,2,-1,0,unknown,0
16507,38,admin.,single,tertiary,no,-898,yes,no,cellular,9,apr,345,2,323,1,failure,0
16508,56,services,married,secondary,no,4763,yes,no,telephone,28,jul,106,6,-1,0,unknown,0
16509,29,services,single,secondary,no,153,no,no,cellular,15,jul,734,2,-1,0,unknown,0
16510,29,services,single,secondary,no,9,no,yes,cellular,8,jul,202,2,-1,0,unknown,0
16511,33,admin.,single,secondary,no,607,no,no,cellular,27,feb,110,2,-1,0,unknown,1
16512,60,technician,married,tertiary,no,6573,yes,no,cellular,11,aug,75,1,274,1,failure,0
16513,51,management,divorced,tertiary,no,311,no,no,telephone,14,aug,122,2,-1,0,unknown,0
16514,33,management,divorced,tertiary,no,-255,yes,yes,cellular,11,may,82,9,306,1,other,0
16515,40,services,married,secondary,no,-342,yes,no,unknown,26,may,754,1,-1,0,unknown,0
16516,43,self-employed,divorced,secondary,no,347,no,no,cellular,19,nov,1468,3,-1,0,unknown,1
16517,38,blue-collar,single,primary,no,1375,yes,no,unknown,23,may,83,3,-1,0,unknown,0
16518,33,technician,married,tertiary,no,1699,no,no,cellular,4,aug,600,1,-1,0,unknown,1
16519,53,technician,married,secondary,no,0,no,no,cellular,22,aug,77,9,-1,0,unknown,0
16520,54,services,married,secondary,no,841,yes,no,unknown,8,may,284,4,-1,0,unknown,0
16521,37,management,single,tertiary,no,1572,no,no,cellular,20,aug,90,6,-1,0,unknown,0
16522,53,technician,married,secondary,no,237,yes,no,telephone,21,jul,18,1,-1,0,unknown,0
16523,57,technician,divorced,primary,no,13,yes,no,cellular,8,may,323,2,368,2,failure,0
16524,38,blue-collar,single,secondary,no,2580,yes,no,cellular,8,apr,1691,2,264,3,failure,1
16525,53,admin.,married,tertiary,no,5094,no,no,cellular,5,aug,114,1,-1,0,unknown,0
16526,46,admin.,married,secondary,no,939,no,no,cellular,5,feb,69,2,8,1,other,0
16527,54,management,married,tertiary,no,8509,yes,no,cellular,7,may,147,1,-1,0,unknown,0
16528,42,admin.,married,secondary,no,281,yes,no,unknown,15,may,118,1,-1,0,unknown,0
16529,51,management,single,tertiary,no,2523,yes,no,cellular,16,apr,150,1,-1,0,unknown,0
16530,52,blue-collar,single,secondary,no,2430,yes,yes,unknown,27,jun,185,3,-1,0,unknown,0
16531,32,technician,single,secondary,no,324,no,yes,cellular,23,feb,432,1,-1,0,unknown,1
16532,40,services,married,secondary,no,574,yes,no,unknown,15,may,68,3,-1,0,unknown,0
16533,50,admin.,divorced,secondary,yes,-500,yes,no,unknown,14,may,148,3,-1,0,unknown,0
16534,23,student,single,secondary,no,480,no,no,cellular,9,feb,742,2,182,1,failure,1
16535,52,technician,married,secondary,no,1033,no,no,cellular,28,jan,198,3,-1,0,unknown,0
16536,52,blue-collar,married,primary,no,1054,no,no,cellular,4,aug,273,1,-1,0,unknown,0
16537,31,blue-collar,married,primary,no,242,no,no,cellular,29,jan,24,1,-1,0,unknown,0
16538,42,services,single,secondary,no,182,no,yes,cellular,21,jul,394,2,-1,0,unknown,0
16539,44,admin.,married,secondary,no,1380,yes,no,cellular,12,may,240,1,-1,0,unknown,0
16540,55,admin.,single,secondary,no,645,no,no,telephone,10,jul,123,1,-1,0,unknown,0
16541,44,entrepreneur,married,tertiary,no,0,yes,no,unknown,9,jul,300,1,-1,0,unknown,0
16542,50,admin.,married,secondary,no,106,no,yes,cellular,7,aug,59,2,-1,0,unknown,0
16543,39,unemployed,single,tertiary,no,97,yes,yes,unknown,26,may,379,1,-1,0,unknown,0
16544,35,technician,divorced,tertiary,no,4515,yes,no,cellular,19,nov,98,2,-1,0,unknown,0
16545,34,services,divorced,secondary,no,-258,yes,no,cellular,5,may,259,1,-1,0,unknown,0
16546,40,admin.,divorced,secondary,no,-105,yes,no,unknown,30,may,385,2,-1,0,unknown,0
16547,35,technician,married,secondary,no,254,no,no,cellular,8,aug,153,7,-1,0,unknown,0
16548,40,admin.,divorced,secondary,no,-541,yes,yes,unknown,28,may,270,4,-1,0,unknown,0
16549,59,retired,married,primary,no,0,yes,no,unknown,26,may,104,7,-1,0,unknown,0
16550,35,blue-collar,divorced,secondary,no,164,yes,no,cellular,18,may,11,5,364,13,failure,0
16551,58,retired,married,secondary,no,100,yes,no,cellular,11,jul,186,2,-1,0,unknown,0
16552,51,blue-collar,divorced,secondary,yes,56,yes,yes,cellular,20,nov,71,2,-1,0,unknown,0
16553,37,management,single,tertiary,no,340,no,no,cellular,11,aug,90,4,-1,0,unknown,0
16554,30,blue-collar,married,secondary,no,5143,yes,yes,unknown,20,may,236,2,-1,0,unknown,0
16555,40,technician,single,secondary,no,374,yes,yes,cellular,11,may,274,1,-1,0,unknown,0
16556,60,admin.,married,secondary,no,3735,no,no,cellular,22,sep,183,1,184,11,success,1
16557,36,admin.,single,tertiary,no,3819,no,no,unknown,9,jun,398,2,-1,0,unknown,0
16558,58,retired,married,secondary,no,610,yes,no,unknown,6,jun,651,1,-1,0,unknown,0
16559,46,technician,married,tertiary,no,157,no,no,unknown,26,jun,150,1,-1,0,unknown,0
16560,39,blue-collar,divorced,primary,no,3,no,yes,unknown,1,jul,625,1,-1,0,unknown,0
16561,31,blue-collar,married,primary,no,240,yes,yes,cellular,11,may,254,2,-1,0,unknown,0
16562,51,technician,married,secondary,no,317,no,no,cellular,13,aug,328,4,-1,0,unknown,0
16563,23,student,single,tertiary,no,508,no,no,cellular,8,jun,544,1,-1,0,unknown,0
16564,28,blue-collar,single,secondary,no,2486,yes,no,telephone,18,may,26,5,354,1,success,0
16565,50,admin.,divorced,secondary,no,124,yes,yes,cellular,14,may,367,2,289,19,failure,0
16566,42,technician,divorced,secondary,no,58,no,no,cellular,19,aug,153,2,-1,0,unknown,0
16567,33,blue-collar,single,primary,no,785,yes,no,cellular,20,nov,139,1,-1,0,unknown,0
16568,26,student,single,tertiary,no,0,yes,no,unknown,28,may,124,1,-1,0,unknown,0
16569,54,housemaid,married,primary,no,136,no,no,cellular,29,jul,92,2,-1,0,unknown,0
16570,60,housemaid,married,unknown,no,5421,no,no,cellular,18,aug,458,4,-1,0,unknown,0
16571,35,admin.,single,tertiary,no,4233,no,no,cellular,13,aug,135,2,-1,0,unknown,0
16572,59,retired,married,secondary,no,1173,no,no,unknown,9,jun,77,2,-1,0,unknown,0
16573,45,technician,married,secondary,no,1,yes,no,cellular,17,nov,433,1,-1,0,unknown,0
16574,29,blue-collar,single,secondary,no,735,yes,no,unknown,4,jun,130,3,-1,0,unknown,0
16575,25,blue-collar,married,secondary,no,758,yes,no,unknown,28,may,504,3,-1,0,unknown,0
16576,47,technician,single,secondary,no,600,no,yes,cellular,4,aug,173,2,-1,0,unknown,0
16577,38,blue-collar,married,primary,no,558,yes,no,cellular,6,feb,427,3,-1,0,unknown,0
16578,37,admin.,married,secondary,no,0,yes,no,cellular,25,may,200,1,-1,0,unknown,0
16579,58,retired,single,primary,no,6570,no,no,cellular,21,jul,106,3,-1,0,unknown,0
16580,40,management,married,tertiary,no,423,yes,no,cellular,30,jul,134,24,-1,0,unknown,0
16581,28,student,single,secondary,no,1350,yes,no,cellular,2,apr,173,2,-1,0,unknown,0
16582,26,services,married,secondary,no,25,no,no,cellular,9,jul,94,1,-1,0,unknown,0
16583,30,technician,married,secondary,no,274,yes,yes,cellular,21,nov,105,5,102,2,failure,0
16584,39,blue-collar,married,primary,no,-432,yes,no,unknown,8,may,159,3,-1,0,unknown,0
16585,30,admin.,single,secondary,yes,-228,yes,no,cellular,15,may,101,1,371,1,failure,0
16586,44,management,married,tertiary,no,1034,no,no,cellular,17,nov,73,1,-1,0,unknown,0
16587,32,technician,married,secondary,no,0,yes,no,cellular,18,aug,143,4,-1,0,unknown,0
16588,33,blue-collar,single,secondary,no,3975,yes,yes,cellular,17,apr,515,1,150,1,other,0
16589,47,services,married,secondary,no,3333,yes,yes,cellular,29,jul,114,2,-1,0,unknown,0
16590,34,management,single,tertiary,no,1049,yes,no,cellular,17,nov,101,2,129,1,failure,0
16591,40,management,single,tertiary,no,2784,yes,no,unknown,19,may,181,1,-1,0,unknown,0
16592,83,retired,single,primary,no,3349,no,no,telephone,12,feb,89,1,-1,0,unknown,0
16593,44,services,married,secondary,no,908,yes,yes,cellular,28,jul,102,7,-1,0,unknown,0
16594,48,blue-collar,married,secondary,no,5058,no,no,unknown,20,may,169,4,-1,0,unknown,0
16595,39,unknown,single,secondary,no,0,no,no,unknown,6,jun,188,1,-1,0,unknown,0
16596,74,retired,married,primary,no,10253,no,no,telephone,20,aug,84,1,-1,0,unknown,0
16597,33,technician,single,secondary,no,2583,no,no,cellular,25,may,241,1,108,1,failure,0
16598,49,technician,married,secondary,no,175,yes,yes,cellular,21,nov,70,1,-1,0,unknown,0
16599,48,management,married,tertiary,no,866,no,no,cellular,29,jan,146,2,-1,0,unknown,0
16600,46,admin.,married,secondary,no,311,no,no,cellular,7,aug,225,6,-1,0,unknown,0
16601,43,entrepreneur,married,secondary,no,3862,yes,no,unknown,3,jun,102,1,-1,0,unknown,0
16602,35,management,married,tertiary,no,-640,yes,yes,unknown,5,jun,78,6,-1,0,unknown,0
16603,37,admin.,married,secondary,no,1396,yes,no,cellular,22,jul,199,2,-1,0,unknown,0
16604,46,blue-collar,married,secondary,no,942,no,no,telephone,22,jul,425,2,-1,0,unknown,0
16605,53,management,married,tertiary,no,0,no,no,cellular,26,aug,240,2,-1,0,unknown,0
16606,35,admin.,single,secondary,no,289,yes,no,cellular,28,jul,48,10,-1,0,unknown,0
16607,55,blue-collar,married,unknown,no,23,no,no,cellular,13,aug,123,2,-1,0,unknown,0
16608,43,management,single,tertiary,no,778,yes,no,cellular,25,aug,230,5,-1,0,unknown,0
16609,61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,-1,0,unknown,1
16610,40,management,married,tertiary,no,30,yes,no,cellular,28,jul,609,6,-1,0,unknown,0
16611,24,student,single,secondary,no,508,yes,no,telephone,18,may,12,3,374,1,other,0
16612,37,management,divorced,tertiary,no,42,yes,yes,unknown,20,may,125,4,-1,0,unknown,0
16613,35,technician,married,secondary,no,1,no,no,cellular,2,feb,215,2,-1,0,unknown,0
16614,25,blue-collar,single,primary,no,15,no,no,cellular,21,jul,24,3,-1,0,unknown,0
16615,29,technician,single,secondary,no,544,yes,no,unknown,13,may,360,1,-1,0,unknown,0
